ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression-J,Max Tension-J,Envelope:QG2+(100/30-BSE-1E)/m-Max,Envelope:QG2+(100/30-BSE-1E)/m-Min,Envelope:QG2+(100/30-BSE-2E)/m-Max,Envelope:QG2+(100/30-BSE-2E)/m-Min,Max Compression-m,Max Tension-m
Base-2323,1159,No,Base,2323,No,0,69.5,0,49a07f84-c894-4e07-b8de-ce55038d2637,31.068,-1.24,35.538,3.23,35.538,-1.24,24.538,5.289,23.439,6.389,24.538,0
Base-2337,1162,No,Base,2337,No,0,56.5,0,421c1196-ccd4-4da0-9995-7e32490cba79,31.998,19.947,39.836,27.785,39.836,0,28.884,23.062,28.551,23.395,28.884,0
Base-2349,1164,No,Base,2349,No,0,23.0833,0,49551f68-9b3a-45cb-b51e-51bf2e790b98,105.605,-29.271,116.625,-18.251,116.625,-29.271,70.581,5.753,66.866,9.467,70.581,0
Base-2355,2695,No,Base,2355,No,0,40.75,0,cfd8ae9b-6fbf-4a6f-bd97-7fe6c9523118,34.159,10.402,40.799,17.042,40.799,0,28.842,15.72,28.093,16.468,28.842,0
Base-2380,1171,No,Base,2380,No,42.8333,23.0833,0,19c54940-3b21-41b1-8d7c-fce4fa19a7f7,43.601,-22.114,46.322,-19.394,46.322,-22.114,13.908,7.579,13.53,7.957,13.908,0
Base-2388,2728,No,Base,2388,No,30.9444,23.0833,0,b8b1d4cc-a318-4b32-b2cb-46dec9c779dc,34.069,-7.571,37.59,-4.05,37.59,-7.571,20.317,6.182,19.504,6.994,20.317,0
Base-2389,2975,No,Base,2389,No,36.8889,23.0833,0,8c0ae406-704a-4c0b-aadd-1c8512278fc9,22.704,-5.825,24.836,-3.693,24.836,-5.825,9.542,7.338,9.408,7.471,9.542,0
Base-2425,1180,No,Base,2425,No,42.8333,81.5,0,f5605691-f32b-48c0-bd6f-969f512230a6,23.633,8.804,28.229,13.399,28.229,0,20.354,12.083,19.876,12.56,20.354,0
Base-2426,1181,No,Base,2426,No,42.8333,76.8333,0,3c9bf84d-31a3-4a84-bdce-417e43639515,24.643,2.98,28.559,6.896,28.559,0,20.092,7.53,19.37,8.253,20.092,0
Base-2439,1182,No,Base,2439,No,42.8333,28.8333,0,d438d013-14c7-478e-a177-ad92e96f06aa,26.07,-6.049,28.704,-3.415,28.704,-6.049,11.017,9.004,10.894,9.128,11.017,0
Base-2440,1183,No,Base,2440,No,42.8333,34.5833,0,96813f2d-f7a9-4fd9-a4b0-de0bc9a6328d,19.487,8.968,23.378,12.859,23.378,0,14.822,13.633,14.753,13.703,14.822,0
Base-2446,1186,No,Base,2446,No,42.8333,87.5,0,b93e7164-9e3b-485a-932a-ba1a91908804,18.734,15.413,23.653,20.332,23.653,0,17.762,16.384,17.685,16.461,17.762,0
Base-2450,1187,No,Base,2450,No,42.8333,91.5,0,f8f3838f-6fec-40d2-ae52-34766669d068,25.875,-0.059,29.537,3.602,29.537,-0.059,20.752,5.064,19.853,5.963,20.752,0
Base-2454,1188,No,Base,2454,No,42.8333,100.3333,0,c89e302a-5695-4fa5-9e8a-a8a907103686,32.667,-17.351,34.799,-15.219,34.799,-17.351,22.678,-7.363,20.955,-5.64,22.678,-7.363
Base-2458,1189,No,Base,2458,No,42.8333,95.9167,0,313caed5-057e-41c3-b08c-fa648b1fedc4,42.452,-13.505,46.572,-9.385,46.572,-13.505,31.279,-2.332,29.351,-0.405,31.279,-2.332
Base-2472,1190,No,Base,2472,No,143.8333,125.6667,0,70ffa90a-c6cf-443b-bd47-6e401e70f3fd,265.319,-224.403,271.262,-218.46,271.262,-224.403,165.849,-124.932,149.083,-108.167,165.849,-124.932
Base-2473,1191,No,Base,2473,No,143.8333,123.6667,0,c55248b0-649e-4578-8483-183c5a2afdd4,165.021,-144.771,168.095,-141.698,168.095,-144.771,101.59,-81.34,91.056,-70.806,101.59,-81.34
Base-2496,1192,No,Base,2496,No,143.8333,133.6667,0,d5ddf8fe-b396-4664-8f5d-b5cc1306d161,334.312,-235.805,348.945,-221.173,348.945,-235.805,221.49,-122.983,201.607,-103.1,221.49,-122.983
Base-2497,1193,No,Base,2497,No,143.8333,130.1667,0,a7483469-e417-4b1d-bd4b-8eaa14df2dc0,88.733,-71.681,91.242,-69.172,91.242,-71.681,53.99,-36.938,48.759,-31.708,53.99,-36.938
Base-2506,1194,No,Base,2506,No,153.1667,89.1667,0,f12c8199-f132-478b-b3ee-2656435e9a97,195.623,-130.525,206.114,-120.033,206.114,-130.525,131.55,-66.452,120.12,-55.021,131.55,-66.452
Base-2507,1195,No,Base,2507,No,143.8333,89.1667,0,fee7b3b7-920e-4422-a2ed-88de7568adcb,129.453,-69.972,138.912,-60.513,138.912,-69.972,85.566,-26.086,79.125,-19.644,85.566,-26.086
Base-2509,1196,No,Base,2509,No,148.5,89.1667,0,35aab01c-63ed-4e13-9310-56f4e665cace,235.149,-146.155,248.806,-132.497,248.806,-146.155,156.174,-67.179,143.283,-54.289,156.174,-67.179
Base-2513,1197,No,Base,2513,No,153.1667,91.5,0,1c74abf8-ba01-4e78-9c0f-61c15b843e61,123.808,-82.455,129.73,-76.533,129.73,-82.455,83.002,-41.648,75.808,-34.455,83.002,-41.648
Base-2515,1198,No,Base,2515,No,153.1667,95.5,0,caa04fe9-1571-4dd7-9ec6-eb29026288e9,105.758,-50.127,114.357,-41.529,114.357,-50.127,75.149,-19.517,69.683,-14.051,75.149,-19.517
Base-2529,1200,No,Base,2529,No,153.1667,100.3333,0,a4e3a500-07d2-4f03-94b5-5ced73abe984,93.02,-17.697,104.504,-6.213,104.504,-17.697,71.388,3.935,67.491,7.832,71.388,0
Base-2541,1202,No,Base,2541,No,153.1667,103.8333,0,11517b5a-f921-4487-8cb1-534d98509f66,45.96,25.354,56.646,36.04,56.646,0,41.527,29.787,40.845,30.469,41.527,0
Base-2553,1204,No,Base,2553,No,153.1667,108,0,fa2712ca-d92e-406e-a92a-6486a2fd1f85,69.702,26.256,83.959,40.514,83.959,0,59.877,36.082,58.511,37.447,59.877,0
Base-2570,1205,No,Base,2570,No,156.25,108,0,c5ee1e6d-cc81-4171-b6e3-34e4032f7db3,205.192,-126.999,216.77,-115.421,216.77,-126.999,138.717,-60.524,127.225,-49.032,138.717,-60.524
Base-2581,1206,No,Base,2581,No,146.9444,108,0,6855c9a0-4a17-4869-a049-5e222cdb407e,38.131,21.034,46.904,29.808,46.904,0,32.373,26.792,32.052,27.113,32.373,0
Base-2583,1207,No,Base,2583,No,150.0556,108,0,65525028-33c6-4f67-b19f-bd6e703fe190,44.549,18.076,53.84,27.367,53.84,0,39.176,23.449,38.27,24.355,39.176,0
Base-2606,2714,No,Base,2606,No,156.25,110.8333,0,bc1959b9-e4b2-43c8-bba6-d98dc66a0561,357.395,-366.833,356.122,-368.106,357.395,-368.106,208.61,-218.049,184.008,-193.447,208.61,-218.049
Base-2626,1209,No,Base,2626,No,156.25,119.3333,0,a325a3c8-0ea2-476f-b45a-0743468293db,487.386,-386.005,502.434,-370.957,502.434,-386.005,307.984,-206.603,278.32,-176.938,307.984,-206.603
Base-2627,1210,No,Base,2627,No,156.25,115.3333,0,338544a4-3ef7-4b12-9abe-2f68031e78fb,357.525,-254.52,372.532,-239.513,372.532,-254.52,233.587,-130.581,212.598,-109.593,233.587,-130.581
Base-2644,1211,No,Base,2644,No,156.25,133.6667,0,36a4c690-0b88-4b5d-9583-635aacb99a63,228.339,-171.316,236.921,-162.734,236.921,-171.316,144.783,-87.76,131.363,-74.34,144.783,-87.76
Base-2645,1212,No,Base,2645,No,156.25,123.6667,0,6da73969-3069-4b09-aa5a-9e2643af4ab6,118.709,-77.114,124.791,-71.032,124.791,-77.114,79.927,-38.331,73.127,-31.531,79.927,-38.331
Base-2653,1213,No,Base,2653,No,156.25,128.6667,0,1baebdc2-9d76-4b22-8013-4fd9724f3e38,217.325,-142.97,228.256,-132.039,228.256,-142.97,142.392,-68.037,130.247,-55.892,142.392,-68.037
Base-2662,1214,No,Base,2662,No,147.9723,133.6667,0,993a9fe4-1f08-44bb-b76d-d6537803b75c,208.219,-143.064,217.872,-133.41,217.872,-143.064,137.676,-72.521,125.546,-60.39,137.676,-72.521
Base-2664,1215,No,Base,2664,No,152.1111,133.6667,0,7cbba115-df4d-4de9-a03d-9927a2728ef5,215.148,-152.028,224.545,-142.631,224.545,-152.028,139.853,-76.734,127.355,-64.236,139.853,-76.734
Base-2780,1223,No,Base,2780,No,42.0833,161.1667,0,e118955a-2f91-4242-a1f1-e99587632b9f,71.271,41.483,88.565,58.776,88.565,0,64.521,48.233,63.579,49.175,64.521,0
Base-2781,1224,No,Base,2781,No,42.0833,177.8333,0,1f403450-e357-4ae2-baac-705973992d8f,148.166,-21.483,166.766,-2.883,166.766,-21.483,113.851,12.831,107.996,18.686,113.851,0
Base-2791,1226,No,Base,2791,No,271.4167,149.3333,0,14faa60b-77b6-4343-9a44-9c4f56676839,26.253,24.351,33.364,31.462,33.364,0,25.86,24.745,25.795,24.809,25.86,0
Base-2929,91,No,Base,2929,No,196.75,75.5,0,87f2d2b2-6f63-4cd4-8ec2-7f1d52392a35,113.998,-62.801,122.001,-54.797,122.001,-62.801,77.632,-26.435,71.635,-20.438,77.632,-26.435
Base-3163,663,No,Base,3163,No,168.1667,91.5,0,e9ec55ca-f0a5-4516-919d-295ca022caa2,189.854,123.544,239.166,172.856,239.166,0,175.816,137.582,173.603,139.795,175.816,0
Base-1,1228,No,Base,1,No,168.1667,133.6667,0,783a2f95-af50-4217-b553-cd01907f3778,230.616,107.56,287.732,164.675,287.732,0,205.648,132.527,201.448,136.728,205.648,0
Base-31,1236,No,Base,31,No,111.0833,36.125,0,12740482-4b2a-4893-a481-3ec861a94dc4,22.524,17.174,27.487,22.137,27.487,0,21.123,18.575,20.976,18.722,21.123,0
Base-32,1237,No,Base,32,No,111.0833,50,0,461cbcd2-92be-447f-8cba-7f0b29cc7dd3,38.537,-6.658,42.362,-2.833,42.362,-6.658,29.191,2.689,27.663,4.217,29.191,0
Base-57,2877,No,Base,57,No,271.4167,188.3333,0,8703b918-6ce8-4c38-b00b-f02be44ca4c3,66.713,65.971,87.926,87.184,87.926,0,66.56,66.125,66.534,66.15,66.56,0
Base-58,2879,No,Base,58,No,291.75,188.3333,0,1b935d6a-157b-4ce5-8bc4-e643811bc2a4,59.443,59.067,76.6,76.224,76.6,0,59.367,59.143,59.354,59.156,59.367,0
Base-59,2881,No,Base,59,No,319.5,188.3333,0,3282410f-a35e-40e9-a1f2-3f7992dd1d9e,56.817,56.679,72.86,72.722,72.86,0,56.786,56.71,56.782,56.715,56.786,0
Base-62,2883,No,Base,62,No,271.4167,165,0,6e26602e-00ab-4c21-ab4f-46f594117ef4,57.188,56.376,75.732,74.92,75.732,0,57.021,56.543,56.993,56.57,57.021,0
Base-64,2885,No,Base,64,No,291.75,165,0,f95e6777-eeaf-4142-857f-0dd4882615fe,47.69,47.454,61.645,61.41,61.645,0,47.643,47.501,47.635,47.51,47.643,0
Base-65,2887,No,Base,65,No,319.5,165,0,98e8b238-4841-43d8-8713-c2f6bce81167,47.208,47.07,60.54,60.402,60.54,0,47.179,47.098,47.174,47.103,47.179,0
Base-73,2889,No,Base,73,No,291.75,149.3333,0,fcaa5ea3-25f8-4d6e-82ec-03ed20d1e3c2,34.618,34.462,44.288,44.132,44.288,0,34.585,34.495,34.58,34.5,34.585,0
Base-74,2891,No,Base,74,No,319.5,149.3333,0,f74b00de-703a-4ab3-a1e0-fa07440b8cd6,38.124,37.852,48.853,48.581,48.853,0,38.071,37.905,38.061,37.915,38.071,0
Base-75,2893,No,Base,75,No,79.5833,210.1667,0,603790d4-d5bf-44d7-bd9d-13abc8e16ffd,36.077,35.929,46.161,46.013,46.161,0,36.046,35.96,36.041,35.965,36.046,0
Base-76,2895,No,Base,76,No,100.0833,210.1667,0,46461453-6195-448a-a25c-a62bd0a6eb7d,35.334,35.042,45.172,44.881,45.172,0,35.277,35.099,35.267,35.109,35.277,0
Base-77,2897,No,Base,77,No,128.75,210.1667,0,509edc42-bbbf-4438-a0fd-66165c6c0451,42.107,41.554,53.8,53.247,53.8,0,41.995,41.666,41.976,41.684,41.995,0
Base-78,2899,No,Base,78,No,156.25,210.1667,0,3dc850f4-82a9-46a2-8629-9d6d469c77e7,37.85,37.315,48.361,47.826,48.361,0,37.746,37.42,37.727,37.439,37.746,0
Base-79,2901,No,Base,79,No,180.3333,210.1667,0,82af8a34-b5e8-446c-be4a-40c5fda508f8,38.078,36.845,48.558,47.326,48.558,0,37.815,37.108,37.774,37.149,37.815,0
Base-80,2903,No,Base,80,No,79.5833,165,0,0f310ca8-c309-4fc0-addd-4e94cd8c20d8,163.733,162.077,225.068,223.413,225.068,0,163.395,162.415,163.338,162.472,163.395,0
Base-81,2905,No,Base,81,No,79.5833,149.3333,0,b5c8199d-dc3b-4de8-b3ba-93ea8aefa7f5,126.694,126.618,174.437,174.361,174.437,0,126.675,126.636,126.673,126.639,126.675,0
Base-82,2907,No,Base,82,No,79.5833,133.6667,0,8cc7984e-fb75-4040-b3a0-8d7ba748e23b,157.624,155.511,216.513,214.4,216.513,0,157.188,155.947,157.116,156.019,157.188,0
Base-83,2909,No,Base,83,No,100.0833,133.6667,0,6ccbe4bb-7a94-488a-aaf2-15738ef6a7ce,154.247,152.555,212.082,210.39,212.082,0,153.902,152.9,153.844,152.958,153.902,0
Base-84,2911,No,Base,84,No,100.0833,149.3333,0,18e9480d-7579-40d0-a255-33683fea5933,116.394,116.185,160.364,160.154,160.364,0,116.352,116.227,116.345,116.234,116.352,0
Base-85,2913,No,Base,85,No,101.0833,165,0,e1a54ff5-7147-4e38-ad06-8109f7b9640b,152.848,151.757,210.279,209.189,210.279,0,152.625,151.98,152.587,152.018,152.625,0
Base-86,2915,No,Base,86,No,128.75,165,0,cfc1832d-4e15-4ba5-b256-1f1bfc0a284a,176.741,175.586,243.119,241.964,243.119,0,176.506,175.821,176.467,175.861,176.506,0
Base-87,2917,No,Base,87,No,128.75,149.3333,0,7064f369-ba32-4ad3-9f18-20406cee1e90,138.689,137.448,190.784,189.543,190.784,0,138.438,137.699,138.396,137.742,138.438,0
Base-88,2919,No,Base,88,No,128.75,133.6667,0,09048822-5930-4c66-9d82-83b0790b4cef,149.772,134.6,203.081,187.909,203.081,0,146.72,137.652,146.197,138.176,146.72,0
Base-89,2921,No,Base,89,No,156.25,165,0,636b0d19-ed4d-42f9-9ceb-e7157cf554c3,162.363,161.416,223.406,222.459,223.406,0,162.172,161.608,162.139,161.64,162.172,0
Base-90,2923,No,Base,90,No,156.25,149.3333,0,d4567948-f422-4aa4-bb86-95da7f9bf4bf,126.494,121.208,173.183,167.896,173.183,0,125.418,122.285,125.237,122.465,125.418,0
Base-91,2925,No,Base,91,No,180.3333,165,0,e1a34b0b-c320-4a49-bd7e-851289b6c876,165.863,162.479,227.73,224.345,227.73,0,165.173,163.168,165.057,163.284,165.173,0
Base-92,2927,No,Base,92,No,180.3333,149.3333,0,5468cba2-4671-4822-ab4b-c163dc600f05,127.07,125.11,174.613,172.654,174.613,0,126.67,125.51,126.602,125.577,126.67,0
Base-93,2929,No,Base,93,No,207.5,165,0,7bea82a7-2b02-4159-8eba-81e4ab914289,163.637,161.202,224.826,222.392,224.826,0,163.143,161.696,163.059,161.78,163.143,0
Base-94,2931,No,Base,94,No,207.5,149.3333,0,4e7379e6-0c45-4ee7-b614-7793fdbaddcc,112.355,110.124,154.387,152.156,154.387,0,111.897,110.582,111.821,110.658,111.897,0
Base-96,2937,No,Base,96,No,230.5833,165,0,a7430f51-df28-4433-a330-64e1db3e0ae3,119.931,115.679,164.305,160.052,164.305,0,119.077,116.533,118.93,116.68,119.077,0
Base-98,2938,No,Base,98,No,225.5833,149.3333,0,cb1cbfe2-682c-462d-847e-39eb677dd903,95.074,93.234,130.565,128.724,130.565,0,94.706,93.602,94.643,93.666,94.706,0
Base-97,2939,No,Base,97,No,220.75,133.6667,0,a2f4e15a-880e-4aa0-8694-d6bd1e71bf35,164.016,163.706,225.656,225.346,225.656,0,163.938,163.784,163.929,163.793,163.938,0
Base-99,2941,No,Base,99,No,194,133.6667,0,69171dfc-6488-49ed-be25-705b01943b1a,170.535,169.921,234.653,234.039,234.653,0,170.406,170.049,170.385,170.07,170.406,0
Base-100,878,No,Base,100,No,196.75,110.3333,0,7af0a610-3aa2-466b-b25f-1a4c1279ba22,226.658,129.443,282.602,185.387,282.602,0,207.392,148.709,203.989,152.111,207.392,0
Base-95,2933,No,Base,95,No,143.8333,31.5,0,516ad8c4-278b-4877-be89-7dd4759be552,198.082,195.298,273.557,270.773,273.557,0,197.505,195.874,197.411,195.968,197.505,0
Base-103,2943,No,Base,103,No,143.8333,50,0,4010e290-7e72-4dc0-8138-7c0b7dbb066c,217.937,217.028,301.621,300.711,301.621,0,217.755,217.21,217.724,217.241,217.755,0
Base-104,2945,No,Base,104,No,143.8333,70,0,0a28e5a7-1041-4386-9011-e3f48a85a9c0,240.85,239.064,333.964,332.178,333.964,0,240.483,239.431,240.422,239.492,240.483,0
Base-105,2947,No,Base,105,No,168.1667,31.5,0,96eb7113-53ba-4bce-80e2-838896957ad5,221.338,221.014,306.134,305.81,306.134,0,221.273,221.079,221.261,221.09,221.273,0
Base-106,2949,No,Base,106,No,168.1667,50,0,fa5fd71b-54f9-45e5-937a-388d6f641a82,247.884,246.545,342.743,341.404,342.743,0,247.607,246.822,247.562,246.867,247.607,0
Base-107,2951,No,Base,107,No,168.1667,70,0,77225dc6-1b31-49cd-8ce4-9e55a687b1e9,266.361,265.772,369.268,368.679,369.268,0,266.236,265.897,266.216,265.916,266.236,0
Base-110,1179,No,Base,110,No,42.8333,69.0033,0,cfa520c8-d080-401e-a565-5806b383e781,23.626,-11.008,25.414,-9.22,25.414,-11.008,16.853,-4.235,15.645,-3.027,16.853,-4.235
Base-123,2973,No,Base,123,No,42.8333,72.9183,0,050926cd-cf2b-4336-a8b6-41cd378e3364,29.571,-8.338,32.567,-5.342,32.567,-8.338,22.13,-0.897,20.81,0.423,22.13,-0.897
Base-126,1177,No,Base,126,No,42.8333,62,0,b5f17153-d095-4c7a-a613-fa3d3bff84e4,16.526,1.978,19.139,4.591,19.139,0,12.919,5.585,12.504,6,12.919,0
Base-143,1184,No,Base,143,No,42.8333,42,0,96339649-2f24-4b4d-9a36-afa7dc9e207e,16.332,14.349,20.593,18.61,20.593,0,15.838,14.843,15.779,14.902,15.838,0
Base-161,1175,No,Base,161,No,42.8333,52,0,d1e9ba93-c1c9-4d66-8d0e-3167801c078f,16.313,9.917,19.994,13.599,19.994,0,14.679,11.551,14.498,11.732,14.679,0
Base-162,1176,No,Base,162,No,42.8333,57,0,5206a267-ebe6-4df5-97f9-b94ece4b9697,22.264,9.863,26.791,14.389,26.791,0,18.24,13.887,17.997,14.13,18.24,0
Base-182,1185,No,Base,182,No,42.8333,47,0,5fa8d350-d683-4cc4-8aa5-6292be1723f1,15.8,9.799,19.386,13.385,19.386,0,13.01,12.589,12.983,12.616,13.01,0
Base-230,967,No,Base,230,No,13.3333,40.0833,0,4b9237eb-ace4-48a3-b28b-0374ab13ab9c,-0.211,-0.322,-0.282,-0.393,-0.211,-0.393,-0.252,-0.281,-0.254,-0.28,-0.252,-0.281
Base-275,2712,No,Base,275,No,156.25,110.3333,0,8ea2f547-d4cd-4c2b-bae0-2d32ffcbcd02,72.618,-28.938,78.995,-22.561,78.995,-28.938,52.702,-9.022,49.143,-5.463,52.702,-9.022
Base-279,3162,No,Base,279,No,120.75,31.5,0,1887c6af-6b88-4067-894b-468db63bce62,160.853,-100.903,170.363,-91.394,170.363,-100.903,107.148,-47.198,98.244,-38.294,107.148,-47.198
Base-280,3134,No,Base,280,No,196.75,31.5,0,49768f49-11ef-4026-b6f3-d80e4d09f051,19.23,1.107,22.479,4.356,22.479,0,15.557,4.781,14.936,5.402,15.557,0
Base-290,3125,No,Base,290,No,246.4167,91.5,0,b8c48391-e2b1-461e-95fc-5957035fcc2d,29.791,-19.698,31.124,-18.365,31.124,-19.698,19.79,-9.696,18.091,-7.997,19.79,-9.696
Base-652,6741,No,Base,652,No,50.9167,28.8333,0,f23ef2ee-f480-41cb-b55d-166329172c41,5.006,1.165,5.901,2.06,5.901,0,3.545,2.627,3.491,2.68,3.545,0
Base-1604,6830,No,Base,1604,No,122.75,91.5,0,b1f49f96-4cdb-46ad-a8bb-632acfb8a06c,45.47,16.42,54.797,25.747,54.797,0,39.508,22.382,38.522,23.368,39.508,0
Base-2075,5948,No,Base,2075,No,196.75,15.5,0,1f11a0e1-14b9-48cb-8b01-7d369974c4e4,50.663,-27.443,54.472,-23.634,54.472,-27.443,35.32,-12.1,32.584,-9.364,35.32,-12.1
Base-2080,5957,No,Base,2080,No,196.75,73.8333,0,0a0bbd81-b87c-4deb-93ee-47f5edd65397,98.81,-62.772,104.42,-57.162,104.42,-62.772,65.602,-29.564,60.118,-24.08,65.602,-29.564
Base-2316,5749,No,Base,2316,No,246.4167,123.6667,0,e542e038-539d-415d-b11c-15182814cb3e,30.816,16.244,37.972,23.4,37.972,0,24.738,22.322,24.596,22.464,24.738,0
Base-2635,3694,No,Base,2635,No,341,162,0,33ec7560-3e33-4795-bada-3e209312f679,13.929,-2.802,15.345,-1.386,15.345,-2.802,10.209,0.917,9.677,1.449,10.209,0
Base-2636,4914,No,Base,2636,No,341,177.8333,0,4115923a-b103-4f48-839b-e2b41379b349,13.803,2.416,15.911,4.524,15.911,0,11.056,5.162,10.719,5.499,11.056,0
Base-2637,6885,No,Base,2637,No,341,192.8333,0,b1f2b1c3-7874-4d2c-a7bf-c5aa7dbd43e1,10.036,1.902,11.562,3.429,11.562,0,8.284,3.654,8.019,3.919,8.284,0
Base-2638,6886,No,Base,2638,No,341,195.0833,0,5a16dd6a-1f80-406f-97ac-bd859e8587a6,4.213,2.037,5.033,2.857,5.033,0,3.716,2.534,3.649,2.602,3.716,0
Base-61,1273,No,Base,61,No,13.3333,27.5833,0,82e11bc9-94c1-44b0-9eb5-c31c271c5375,4.452,4.011,5.41,4.968,5.41,0,4.35,4.114,4.336,4.127,4.35,0
Base-4098,6894,No,Base,4098,No,0,97.125,0,d5096447-383d-4233-b1fb-7bae5bfa7a1d,9.646,6.073,12.156,8.583,12.156,0,8.845,6.873,8.732,6.987,8.845,0
Base-4119,6901,No,Base,4119,No,0,102.5174,0,3a3266b1-7b4f-4eec-b4be-c99fc0f07192,7.094,4.72,9.092,6.717,9.092,0,6.583,5.231,6.506,5.309,6.583,0
Base-4120,6903,No,Base,4120,No,0,105.3507,0,b4f72369-05ba-49ac-9f6a-5078cbf4ff12,6.829,4.582,8.822,6.575,8.822,0,6.342,5.068,6.269,5.142,6.342,0
Base-4124,6909,No,Base,4124,No,0,110.2047,0,d2126177-e694-4d30-8ba3-34495e8997c2,8.545,6.48,11.358,9.293,11.358,0,8.093,6.933,8.026,7,8.093,0
Base-4130,6916,No,Base,4130,No,0,121.9748,0,1f40e7a1-d0bf-4da1-a793-ed8fa9ebc389,4.542,3.044,6.21,4.712,6.21,0,4.241,3.345,4.19,3.396,4.241,0
Base-4136,6917,No,Base,4136,No,0,124.5142,0,9b075094-43c4-4b31-9fe5-07c5ff7bb8bc,6.19,4.957,8.689,7.455,8.689,0,5.861,5.286,5.828,5.319,5.861,0
Base-4140,6921,No,Base,4140,No,0,167.6856,0,6d57760b-a0fa-45e8-9c3c-787778196f13,8.3,-2.734,9.487,-1.548,9.487,-2.734,5.799,-0.232,5.453,0.113,5.799,-0.232
Base-4185,6995,No,Base,4185,No,337.4167,210.1667,0,f47e02f6-6743-494c-8213-69c6cedc42a3,58.92,-51.04,59.903,-50.057,59.903,-51.04,35.114,-27.234,31.536,-23.657,35.114,-27.234
Base-4201,6993,No,Base,4201,No,337.4167,133.6667,0,a4520ae8-16f4-416b-aef9-8a031ef386cd,50.657,-43.382,51.547,-42.492,51.547,-43.382,31.546,-24.272,28.345,-21.07,31.546,-24.272
Base-4214,7014,No,Base,4214,No,50.9167,184.3333,0,c6365518-2cac-44fe-9622-b8b5afdb9407,68.892,-10.164,77.262,-1.793,77.262,-10.164,52.114,6.613,49.475,9.253,52.114,0
Base-4207,6446,No,Base,4207,No,205.5,219.1667,0,a30ae824-379a-4359-8d4b-55a7c91a0a6a,29.722,-25.753,30.244,-25.231,30.244,-25.753,17.374,-13.406,15.607,-11.639,17.374,-13.406
Base-3948,7036,No,Base,3948,No,30.9167,27.5833,0,1891aea3-09c0-4827-8018-e5047ec3efcc,5.592,5.414,6.814,6.636,6.814,0,5.537,5.468,5.533,5.472,5.537,0
Base-4252,7043,No,Base,4252,No,196.75,65.3128,0,8b8a138a-5ef6-49b2-b458-cf99e2ed572f,128.027,-77.314,136.241,-69.1,136.241,-77.314,86.431,-35.718,79.385,-28.673,86.431,-35.718
Base-2874,3084,No,Base,2874,Yes,196.75,78.5,0,8286bc80-559e-44ff-976c-1caba361ed81,227.772,-97.482,248.591,-76.663,248.591,-97.482,162.044,-31.753,150.867,-20.576,162.044,-31.753
Base-4248,3211,No,Base,4248,Yes,196.75,81.3333,0,6485b4b9-a192-473d-af5b-21544a902590,307.365,-209.498,323.159,-193.705,323.159,-209.498,202.429,-104.562,184.727,-86.86,202.429,-104.562
Base-4244,1163,No,Base,4244,No,0,47.75,0,876bb83f-e7eb-400c-acb3-1f8bebdb6739,46.158,-4.995,52.36,1.206,52.36,-4.995,34.892,6.272,33.256,7.908,34.892,0
Base-4084,1160,No,Base,4084,No,0,68.0833,0,aae05bc8-527e-4b00-99c7-4bcaba4372f8,9.512,-2.753,10.52,-1.744,10.52,-2.753,6.996,-0.237,6.583,0.176,6.996,-0.237
Base-4256,1161,No,Base,4256,No,0,61.0833,0,0e61a00c-e97e-4ae3-a5f1-cca7dc504770,30.353,-12.185,33.101,-9.437,33.101,-12.185,20.55,-2.382,19.24,-1.071,20.55,-2.382
Base-3740,7045,No,Base,3740,No,246.4167,130.6111,0,f5544f01-fcc8-48ca-91aa-8fe1791d3c26,131.744,-86.631,138.477,-79.898,138.477,-86.631,89.047,-43.935,81.385,-36.272,89.047,-43.935
Base-4268,7052,No,Base,4268,No,250.75,115.3333,0,6d884b86-37d7-4cd7-8277-68e9fa883841,93.873,-61.056,98.742,-56.187,98.742,-61.056,61.976,-29.16,56.719,-23.902,61.976,-29.16
Base-4271,7057,No,Base,4271,No,250.75,133.6667,0,80a87af2-5012-41a9-abee-de0b2c104bbc,152.423,-109.484,158.819,-103.089,158.819,-109.484,100.359,-57.42,91.266,-48.327,100.359,-57.42
Base-4274,7062,No,Base,4274,No,246.4167,118.3889,0,04553450-bbcc-4506-b38f-865e30cd8c1b,133.133,-85.922,140.273,-78.782,140.273,-85.922,87.211,-39.999,79.876,-32.665,87.211,-39.999
Base-4278,7068,No,Base,4278,No,252.9167,115.3333,0,31499156-f4d2-44d6-833f-70c09a641b7d,26.831,-10.369,29.213,-7.987,29.213,-10.369,19.521,-3.058,18.215,-1.752,19.521,-3.058
Base-4282,7074,No,Base,4282,No,251.2917,91.5,0,42adcc9d-1a6a-4a6c-a4d5-3f73cbe8155e,83.85,-72.059,85.484,-70.425,85.484,-72.059,53.189,-41.397,47.74,-35.949,53.189,-41.397
Base-4283,7075,No,Base,4283,No,153.1667,93.5,0,32e347a2-2d1e-4c25-a475-9d40ed2bb422,78.916,-49.21,83.445,-44.681,83.445,-49.21,53.829,-24.124,49.331,-19.626,53.829,-24.124
