ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression-J,Max Tension-J,Envelope:QG2+(100/30-BSE-1E)/m-Max,Envelope:QG2+(100/30-BSE-1E)/m-Min,Envelope:QG2+(100/30-BSE-2E)/m-Max,Envelope:QG2+(100/30-BSE-2E)/m-Min,Max Compression-m,Max Tension-m
Base-2299,Base,2299,1153,0,No,87.5,0,No,0,20.8,10.9,25.5,15.5,25.5,10.9,18.8,13,18.5,13.3,18.8,13
Base-2303,Base,2303,1154,0,No,81.5,0,No,0,22,12.7,27,17.7,27,12.7,20,14.7,19.8,14.9,20,14.7
Base-2311,Base,2311,1156,0,No,114.1667,0,No,0,15.9,5,19.4,8.5,19.4,5,13.6,7.3,13.3,7.6,13.6,7.3
Base-2319,Base,2319,1158,0,No,76.8333,0,No,0,25.5,13.2,31.1,18.9,31.1,13.2,22.9,15.8,22.6,16.2,22.9,15.8
Base-2323,Base,2323,1159,0,No,69.5,0,No,0,36,-5.2,40.5,-0.7,40.5,-5.2,27.3,3.5,26.2,4.6,27.3,3.5
Base-2337,Base,2337,1162,0,No,56.5,0,No,0,39.3,19.5,48,28.2,48,19.5,35.2,23.7,34.6,24.2,35.2,23.7
Base-2349,Base,2349,1164,0,No,23.0833,0,No,0,208.5,-100.6,223,-86.1,223,-100.6,143.6,-35.7,135,-27.1,143.6,-35.7
Base-2355,Base,2355,2695,0,No,40.75,0,No,0,44.4,5.4,51.4,12.4,51.4,5.4,36.2,13.6,35.1,14.7,36.2,13.6
Base-2380,Base,2380,1171,42.8333,No,23.0833,0,No,0,99.1,-66.8,103,-63,103,-66.8,64.3,-32,59.7,-27.4,64.3,-32
Base-2388,Base,2388,2728,30.9444,No,23.0833,0,No,0,74,-34.3,78.9,-29.4,78.9,-34.3,51.3,-11.5,48.2,-8.5,51.3,-11.5
Base-2389,Base,2389,2975,36.8889,No,23.0833,0,No,0,67,-28.5,71.6,-23.9,71.6,-28.5,47,-8.4,44.3,-5.8,47,-8.4
Base-2425,Base,2425,1180,42.8333,No,81.5,0,No,0,26.7,9.4,31.6,14.3,31.6,9.4,23.1,13.1,22.6,13.6,23.1,13.1
Base-2426,Base,2426,1181,42.8333,No,76.8333,0,No,0,31.2,1.9,35.7,6.3,35.7,1.9,25,8,24.2,8.9,25,8
Base-2439,Base,2439,1182,42.8333,No,28.8333,0,No,0,53.1,-22.3,56.9,-18.4,56.9,-22.3,37.2,-6.5,35.1,-4.4,37.2,-6.5
Base-2440,Base,2440,1183,42.8333,No,34.5833,0,No,0,33.7,4.9,38.7,9.9,38.7,4.9,27.6,10.9,26.8,11.7,27.6,10.9
Base-2446,Base,2446,1186,42.8333,No,87.5,0,No,0,24,13.9,29.1,19,29.1,13.9,21.8,16,21.6,16.3,21.8,16
Base-2450,Base,2450,1187,42.8333,No,91.5,0,No,0,34.4,1.3,39.2,6.1,39.2,1.3,27.4,8.2,26.5,9.1,27.4,8.2
Base-2454,Base,2454,1188,42.8333,No,100.3333,0,No,0,37.3,-19.6,39.7,-17.2,39.7,-19.6,25.3,-7.6,23.7,-6,25.3,-7.6
Base-2458,Base,2458,1189,42.8333,No,95.9167,0,No,0,51.5,-16.1,56.2,-11.4,56.2,-16.1,37.3,-1.9,35.3,-0.03735,37.3,-1.9
Base-2472,Base,2472,1190,143.8333,No,125.6667,0,No,0,113.9,-78.2,119.3,-72.9,119.3,-78.2,73.6,-37.9,68.2,-32.5,73.6,-37.9
Base-2473,Base,2473,1191,143.8333,No,123.6667,0,No,0,44.3,-11.7,49.3,-6.8,49.3,-11.7,32.6,0.03282,31.1,1.5,32.6,0.03282
Base-2496,Base,2496,1192,143.8333,No,133.6667,0,No,0,242,-163.5,253.9,-151.6,253.9,-163.5,156.8,-78.3,145.4,-66.9,156.8,-78.3
Base-2497,Base,2497,1193,143.8333,No,130.1667,0,No,0,124.9,-93,129.8,-88.1,129.8,-93,79.1,-47.2,73.2,-41.3,79.1,-47.2
Base-2506,Base,2506,1194,153.1667,No,89.1667,0,No,0,233.7,-179.7,241.8,-171.6,241.8,-179.7,146.8,-92.9,135.4,-81.4,146.8,-92.9
Base-2507,Base,2507,1195,143.8333,No,89.1667,0,No,0,195.8,-147.1,203.4,-139.5,203.4,-147.1,123.8,-75.1,114.7,-66,123.8,-75.1
Base-2509,Base,2509,1196,148.5,No,89.1667,0,No,0,253.6,-180.1,265,-168.7,265,-180.1,162.5,-89,150.3,-76.7,162.5,-89
Base-2513,Base,2513,1197,153.1667,No,91.5,0,No,0,182.6,-131.7,190.3,-123.9,190.3,-131.7,116.6,-65.7,107.9,-57,116.6,-65.7
Base-2515,Base,2515,1198,153.1667,No,95.5,0,No,0,109.1,-47.6,118.4,-38.2,118.4,-47.6,76.2,-14.7,72.3,-10.8,76.2,-14.7
Base-2529,Base,2529,1200,153.1667,No,100.3333,0,No,0,111,-35.3,122.4,-23.9,122.4,-35.3,80.3,-4.6,76.7,-1,80.3,-4.6
Base-2541,Base,2541,1202,153.1667,No,103.8333,0,No,0,106.2,-31.5,117.4,-20.3,117.4,-31.5,77.3,-2.6,73.8,0.9,77.3,-2.6
Base-2553,Base,2553,1204,153.1667,No,108,0,No,0,170.6,-74.9,184.9,-60.6,184.9,-74.9,119,-23.3,112.2,-16.4,119,-23.3
Base-2570,Base,2570,1205,156.25,No,108,0,No,0,121.9,-71.7,129.4,-64.3,129.4,-71.7,81.3,-31,76.2,-26,81.3,-31
Base-2581,Base,2581,1206,146.9444,No,108,0,No,0,72.2,0.5,83.1,11.4,83.1,0.5,57.2,15.6,55.4,17.3,57.2,15.6
Base-2583,Base,2583,1207,150.0556,No,108,0,No,0,85.3,-12.4,96.1,-1.6,96.1,-12.4,64.7,8.1,62,10.9,64.7,8.1
Base-2606,Base,2606,2714,156.25,No,110.8333,0,No,0,71.7,-64.5,72.7,-63.5,72.7,-64.5,43.1,-35.9,39.2,-32,43.1,-35.9
Base-2626,Base,2626,1209,156.25,No,119.3333,0,No,0,169.8,-119.4,177.3,-111.9,177.3,-119.4,109,-58.7,100.9,-50.5,109,-58.7
Base-2627,Base,2627,1210,156.25,No,115.3333,0,No,0,128,-79.3,135.4,-72,135.4,-79.3,84.4,-35.8,78.6,-30,84.4,-35.8
Base-2644,Base,2644,1211,156.25,No,133.6667,0,No,0,278.8,-224.1,287.1,-215.9,287.1,-224.1,173.2,-118.5,158.9,-104.2,173.2,-118.5
Base-2645,Base,2645,1212,156.25,No,123.6667,0,No,0,134.9,-93.5,141.2,-87.2,141.2,-93.5,86.9,-45.5,80.5,-39.1,86.9,-45.5
Base-2653,Base,2653,1213,156.25,No,128.6667,0,No,0,93.2,-31.5,102.5,-22.2,102.5,-31.5,67,-5.3,63.7,-2,67,-5.3
Base-2662,Base,2662,1214,147.9723,No,133.6667,0,No,0,192.7,-127.5,202.6,-117.6,202.6,-127.5,125.5,-60.2,116.4,-51.2,125.5,-60.2
Base-2664,Base,2664,1215,152.1111,No,133.6667,0,No,0,135.4,-94.6,141.6,-88.4,141.6,-94.6,87.1,-46.3,80.6,-39.7,87.1,-46.3
Base-2780,Base,2780,1223,42.0833,No,161.1667,0,No,0,109.6,-4.8,126.5,12.1,126.5,-4.8,85.6,19.3,82.5,22.3,85.6,19.3
Base-2781,Base,2781,1224,42.0833,No,177.8333,0,No,0,178.8,-58.3,197.3,-39.8,197.3,-58.3,129,-8.4,122.4,-1.8,129,-8.4
Base-2791,Base,2791,1226,271.4167,No,149.3333,0,No,0,28.4,21.8,35.4,28.8,35.4,21.8,27,23.2,26.8,23.3,27,23.2
Base-2903,Base,2903,508,196.75,No,82.5,0,No,0,323,-241.6,336.2,-228.5,336.2,-241.6,204.4,-123,188.6,-107.2,204.4,-123
Base-2927,Base,2927,965,196.75,No,62.5,0,No,0,133.9,-18.6,152.5,-0.01201,152.5,-18.6,101.9,13.4,97.7,17.6,101.9,13.4
Base-2929,Base,2929,91,196.75,No,75.5,0,No,0,109.6,-80.7,114.1,-76.2,114.1,-80.7,69.6,-40.7,64.3,-35.4,69.6,-40.7
Base-3163,Base,3163,663,168.1667,No,91.5,0,No,0,231.9,84.7,283.3,136.1,283.3,84.7,201,115.6,196.9,119.8,201,115.6
Base-1,Base,1,1228,168.1667,No,133.6667,0,No,0,310.2,-9.7,362,42.1,362,-9.7,243,57.5,234,66.5,243,57.5
Base-31,Base,31,1236,111.0833,No,36.125,0,No,0,63.9,18.2,73.7,27.9,73.7,18.2,54.3,27.8,53.2,28.9,54.3,27.8
Base-32,Base,32,1237,111.0833,No,50,0,No,0,63.6,-1.1,70.8,6.1,70.8,-1.1,50,12.5,48.2,14.4,50,12.5
Base-57,Base,57,2877,271.4167,No,188.3333,0,No,0,66.9,66,88.1,87.3,88.1,66,66.7,66.2,66.7,66.2,66.7,66.2
Base-58,Base,58,2879,291.75,No,188.3333,0,No,0,59.5,59,76.7,76.2,76.7,59,59.4,59.1,59.4,59.2,59.4,59.1
Base-59,Base,59,2881,319.5,No,188.3333,0,No,0,56.9,56.7,73,72.7,73,56.7,56.9,56.7,56.9,56.7,56.9,56.7
Base-62,Base,62,2883,271.4167,No,165,0,No,0,57.6,56,76.2,74.6,76.2,56,57.3,56.4,57.2,56.4,57.3,56.4
Base-64,Base,64,2885,291.75,No,165,0,No,0,47.7,47.4,61.7,61.3,61.7,47.4,47.7,47.5,47.7,47.5,47.7,47.5
Base-65,Base,65,2887,319.5,No,165,0,No,0,47.3,47.1,60.6,60.4,60.6,47.1,47.2,47.1,47.2,47.1,47.2,47.1
Base-73,Base,73,2889,291.75,No,149.3333,0,No,0,35.2,34,44.9,43.7,44.9,34,34.9,34.3,34.9,34.3,34.9,34.3
Base-74,Base,74,2891,319.5,No,149.3333,0,No,0,38.1,37.7,48.8,48.4,48.8,37.7,38,37.8,38,37.8,38,37.8
Base-75,Base,75,2893,79.5833,No,210.1667,0,No,0,36.1,35.8,46.1,45.9,46.1,35.8,36,35.9,36,35.9,36,35.9
Base-76,Base,76,2895,100.0833,No,210.1667,0,No,0,35.5,35,45.4,44.8,45.4,35,35.4,35.1,35.4,35.1,35.4,35.1
Base-77,Base,77,2897,128.75,No,210.1667,0,No,0,42.4,41.3,54.1,53,54.1,41.3,42.2,41.6,42.1,41.6,42.2,41.6
Base-78,Base,78,2899,156.25,No,210.1667,0,No,0,37.9,37,48.4,47.5,48.4,37,37.7,37.2,37.7,37.2,37.7,37.2
Base-79,Base,79,2901,180.3333,No,210.1667,0,No,0,39.7,37.6,50.5,48.4,50.5,37.6,39.2,38,39.2,38.1,39.2,38
Base-80,Base,80,2903,79.5833,No,165,0,No,0,163.9,161.9,225.2,223.2,225.2,161.9,163.5,162.3,163.4,162.3,163.5,162.3
Base-81,Base,81,2905,79.5833,No,149.3333,0,No,0,127,125.6,174.6,173.2,174.6,125.6,126.7,125.9,126.6,125.9,126.7,125.9
Base-82,Base,82,2907,79.5833,No,133.6667,0,No,0,158.3,154.6,217.2,213.5,217.2,154.6,157.6,155.4,157.5,155.5,157.6,155.4
Base-83,Base,83,2909,100.0833,No,133.6667,0,No,0,154.7,152.5,212.6,210.4,212.6,152.5,154.2,153,154.2,153,154.2,153
Base-84,Base,84,2911,100.0833,No,149.3333,0,No,0,117.1,115.5,161.1,159.5,161.1,115.5,116.8,115.8,116.7,115.9,116.8,115.8
Base-85,Base,85,2913,101.0833,No,165,0,No,0,153.3,151.5,210.8,208.9,210.8,151.5,152.9,151.9,152.9,151.9,152.9,151.9
Base-86,Base,86,2915,128.75,No,165,0,No,0,177,175.4,243.5,241.9,243.5,175.4,176.7,175.8,176.7,175.8,176.7,175.8
Base-87,Base,87,2917,128.75,No,149.3333,0,No,0,138.7,137.4,190.8,189.6,190.8,137.4,138.5,137.7,138.4,137.7,138.5,137.7
Base-88,Base,88,2919,128.75,No,133.6667,0,No,0,151.2,134.8,204.9,188.4,204.9,134.8,147.7,138.2,147.3,138.6,147.7,138.2
Base-89,Base,89,2921,156.25,No,165,0,No,0,162.7,161.3,223.8,222.4,223.8,161.3,162.4,161.6,162.3,161.6,162.4,161.6
Base-90,Base,90,2923,156.25,No,149.3333,0,No,0,127,120.7,173.6,167.3,173.6,120.7,125.6,122,125.5,122.2,125.6,122
Base-91,Base,91,2925,180.3333,No,165,0,No,0,166.6,161.9,228.5,223.8,228.5,161.9,165.6,162.9,165.5,163,165.6,162.9
Base-92,Base,92,2927,180.3333,No,149.3333,0,No,0,126.6,125.2,174.1,172.7,174.1,125.2,126.3,125.5,126.3,125.5,126.3,125.5
Base-93,Base,93,2929,207.5,No,165,0,No,0,164.1,160.9,225.3,222.1,225.3,160.9,163.4,161.6,163.3,161.6,163.4,161.6
Base-94,Base,94,2931,207.5,No,149.3333,0,No,0,113.1,109.2,155.1,151.2,155.1,109.2,112.3,110,112.2,110.1,112.3,110
Base-96,Base,96,2937,230.5833,No,165,0,No,0,120.1,115.4,164.4,159.8,164.4,115.4,119.1,116.4,118.9,116.5,119.1,116.4
Base-98,Base,98,2938,225.5833,No,149.3333,0,No,0,95.7,93.9,131.4,129.7,131.4,93.9,95.3,94.3,95.3,94.4,95.3,94.3
Base-97,Base,97,2939,220.75,No,133.6667,0,No,0,165.6,163.4,227.6,225.3,227.6,163.4,165.2,163.9,165.1,163.9,165.2,163.9
Base-99,Base,99,2941,194,No,133.6667,0,No,0,170.6,169,234.6,233,234.6,169,170.3,169.4,170.3,169.4,170.3,169.4
Base-100,Base,100,878,196.75,No,110.3333,0,No,0,211.3,110,263.3,161.9,263.3,110,190,131.3,187.3,134,190,131.3
Base-95,Base,95,2933,143.8333,No,31.5,0,No,0,198.7,194.7,274.1,270.2,274.1,194.7,197.8,195.5,197.7,195.6,197.8,195.5
Base-103,Base,103,2943,143.8333,No,50,0,No,0,217.9,216.4,301.4,299.9,301.4,216.4,217.6,216.7,217.6,216.7,217.6,216.7
Base-104,Base,104,2945,143.8333,No,70,0,No,0,241.7,238.4,334.8,331.5,334.8,238.4,241,239.1,240.9,239.2,241,239.1
Base-105,Base,105,2947,168.1667,No,31.5,0,No,0,222.2,221.8,307.2,306.8,307.2,221.8,222.1,221.9,222.1,221.9,222.1,221.9
Base-106,Base,106,2949,168.1667,No,50,0,No,0,249.1,246,344.1,340.9,344.1,246,248.5,246.6,248.4,246.7,248.5,246.6
Base-107,Base,107,2951,168.1667,No,70,0,No,0,268.1,265.8,371.3,369.1,371.3,265.8,267.6,266.3,267.6,266.4,267.6,266.3
Base-108,Base,108,8210,143.8333,No,14,0,No,0,113,26.1,137.9,51,137.9,26.1,94.7,44.4,92.7,46.4,94.7,44.4
Base-110,Base,110,1179,42.8333,No,69.0033,0,No,0,30,-14.8,32.1,-12.7,32.1,-14.8,20.6,-5.4,19.4,-4.1,20.6,-5.4
Base-123,Base,123,2973,42.8333,No,72.9183,0,No,0,39.1,-7.6,43.4,-3.4,43.4,-7.6,29.3,2.2,28,3.5,29.3,2.2
Base-126,Base,126,1177,42.8333,No,62,0,No,0,24.8,-2.3,27.9,0.8,27.9,-2.3,19.1,3.4,18.4,4.1,19.1,3.4
Base-143,Base,143,1184,42.8333,No,42,0,No,0,20.6,15.1,25.3,19.8,25.3,15.1,19.4,16.2,19.3,16.4,19.4,16.2
Base-161,Base,161,1175,42.8333,No,52,0,No,0,24.5,8.7,28.9,13.2,28.9,8.7,21.2,12,20.7,12.5,21.2,12
Base-162,Base,162,1176,42.8333,No,57,0,No,0,28.3,8.1,33.3,13,33.3,8.1,24.1,12.3,23.5,12.9,24.1,12.3
Base-182,Base,182,1185,42.8333,No,47,0,No,0,21.1,11.4,25.5,15.8,25.5,11.4,19.1,13.5,18.8,13.7,19.1,13.5
Base-230,Base,230,967,13.3333,No,40.0833,0,No,0,-0.5,-0.6,-0.6,-0.8,-0.5,-0.8,-0.5,-0.6,-0.5,-0.6,-0.5,-0.6
Base-240,Base,240,1155,0,No,129.2917,0,No,0,22.1,9,27.8,14.7,27.8,9,19.4,11.8,19,12.1,19.4,11.8
Base-243,Base,243,1150,0,No,119.25,0,No,0,15.7,6.5,19.6,10.4,19.6,6.5,13.8,8.4,13.5,8.7,13.8,8.4
